apt_id,expense_type,expense_name,expense_amount
p91lxys,One-Time,Dog Fee,$350
48r0twl,Recurring,Assigned Garage Parking,$100 - 150
48r0twl,One-Time,Admin Fee,$200
48r0twl,One-Time,Application Fee,$50
48r0twl,One-Time,Cat Fee,$200
48r0twl,One-Time,Dog Fee,$200
8c0e152,Recurring,Unassigned Garage Parking,$125
8c0e152,Recurring,Cat Rent,$25
8c0e152,Recurring,Dog Rent,$25
8c0e152,One-Time,Admin Fee,$150
8c0e152,One-Time,Application Fee,$50
8c0e152,One-Time,Cat Fee,$300 - 600
8c0e152,One-Time,Dog Fee,$300 - 600
xl0ys2q,Recurring,Cat Rent,$10
xl0ys2q,Recurring,Dog Rent,$10
xl0ys2q,One-Time,Admin Fee,$200
xl0ys2q,One-Time,Application Fee,$100
xl0ys2q,One-Time,Cat Fee,$400 - 550
xl0ys2q,One-Time,Dog Fee,$400 - 550
b3d4mw8,Recurring,Storage Fee,$35
b3d4mw8,Recurring,Unassigned Garage Parking,$125
b3d4mw8,Recurring,Cat Rent,$25
b3d4mw8,Recurring,Dog Rent,$25
b3d4mw8,One-Time,Admin Fee,$150
b3d4mw8,One-Time,Application Fee,$75
b3d4mw8,One-Time,Cat Fee,$300
b3d4mw8,One-Time,Dog Fee,$300
rzr92v0,One-Time,Admin Fee,$175
rzr92v0,One-Time,Application Fee,$75
rzr92v0,One-Time,Cat Fee,$350
rzr92v0,One-Time,Dog Fee,$350
9l2p404,Recurring,Cat Rent,$20
9l2p404,Recurring,Dog Rent,$20
9l2p404,One-Time,Admin Fee,$200
9l2p404,One-Time,Application Fee,$99
9l2p404,One-Time,Cat Fee,$350
9l2p404,One-Time,Dog Fee,$350
xg4nk7m,Recurring,Unassigned Garage Parking,$150
xg4nk7m,Recurring,Cat Rent,$20
xg4nk7m,Recurring,Dog Rent,$20
xg4nk7m,One-Time,Admin Fee,$200
xg4nk7m,One-Time,Application Fee,$75
xg4nk7m,One-Time,Cat Fee,$400 - 800
xg4nk7m,One-Time,Dog Fee,$400 - 800
z59blhw,Recurring,Storage Fee,$30
z59blhw,Recurring,Unassigned Garage Parking,$25
z59blhw,Recurring,Cat Rent,$40
z59blhw,Recurring,Dog Rent,$40
z59blhw,One-Time,Admin Fee,$200
z59blhw,One-Time,Application Fee,$75
z59blhw,One-Time,Cat Fee,$350 - 700
z59blhw,One-Time,Dog Fee,$350 - 700
jz9kqt6,Recurring,Cat Rent,$15
jz9kqt6,Recurring,Dog Rent,$15
jz9kqt6,One-Time,Admin Fee,$150
jz9kqt6,One-Time,Application Fee,$50
jz9kqt6,One-Time,Cat Fee,$350 - 700
jz9kqt6,One-Time,Dog Fee,$350 - 700
qknbm2w,Recurring,Cat Rent,$15
qknbm2w,Recurring,Dog Rent,$15
qknbm2w,One-Time,Admin Fee,$200
qknbm2w,One-Time,Application Fee,$99
qknbm2w,One-Time,Cat Fee,$350 - 700
qknbm2w,One-Time,Dog Fee,$350 - 700
s63t434,Recurring,Cat Rent,$22
s63t434,Recurring,Dog Rent,$22
s63t434,One-Time,Admin Fee,$150
s63t434,One-Time,Application Fee,$55
s63t434,One-Time,Cat Fee,$300
s63t434,One-Time,Dog Fee,$300
yvh7v3r,Recurring,Cat Rent,$20
yvh7v3r,Recurring,Dog Rent,$20
yvh7v3r,One-Time,Admin Fee,$200
yvh7v3r,One-Time,Application Fee,$99
yvh7v3r,One-Time,Cat Fee,$300
yvh7v3r,One-Time,Dog Fee,$300
krlrez8,Recurring,Cat Rent,$40
krlrez8,Recurring,Dog Rent,$40
krlrez8,One-Time,Admin Fee,$249
krlrez8,One-Time,Application Fee,$100
krlrez8,One-Time,Cat Fee,$350
krlrez8,One-Time,Dog Fee,$350
vy36fed,Recurring,Storage Fee,$25
vy36fed,Recurring,Cat Rent,$30
vy36fed,Recurring,Dog Rent,$30
vy36fed,One-Time,Admin Fee,$350
vy36fed,One-Time,Application Fee,$100
vy36fed,One-Time,Cat Fee,$500
vy36fed,One-Time,Dog Fee,$500
f2e1vdt,One-Time,Admin Fee,$195
f2e1vdt,One-Time,Application Fee,$50
wwgsrqk,Recurring,Unassigned Other Parking,$75
wwgsrqk,One-Time,Admin Fee,$200
wwgsrqk,One-Time,Application Fee,$85
n0pxfqp,One-Time,Admin Fee,$150
n0pxfqp,One-Time,Application Fee,$50
ejwhm8p,Recurring,Unassigned Garage Parking,$100 - 125
ejwhm8p,Recurring,Cat Rent,$15
ejwhm8p,Recurring,Dog Rent,$15
ejwhm8p,One-Time,Admin Fee,$150
ejwhm8p,One-Time,Application Fee,$75
ejwhm8p,One-Time,Cat Fee,$300
ejwhm8p,One-Time,Dog Fee,$300
x53lykp,Recurring,Assigned Garage Parking,$75
x53lykp,One-Time,Admin Fee,$20
x53lykp,One-Time,Application Fee,$75
x53lykp,Utilities Included,Trash Removal,Included
y1gmcwt,Recurring,Storage Fee,$25
y1gmcwt,Recurring,Unassigned Garage Parking,$20
y1gmcwt,Recurring,Assigned Other Parking,$40
y1gmcwt,Recurring,Cat Rent,$15
y1gmcwt,Recurring,Dog Rent,$15
y1gmcwt,One-Time,Admin Fee,$250
y1gmcwt,One-Time,Application Fee,$100
qeery7y,Recurring,Storage Fee,$40
qeery7y,Recurring,Unassigned Garage Parking,$10 - 30
qeery7y,One-Time,Admin Fee,$425
qeery7y,One-Time,Application Fee,$95
qeery7y,Utilities Included,Gas,Included
hmjmcd0,One-Time,Admin Fee,$150
hmjmcd0,One-Time,Application Fee,$50
hprd3c1,One-Time,Admin Fee,$200
hprd3c1,One-Time,Application Fee,$99
1e3bnh6,Recurring,Unassigned Garage Parking,$50
1e3bnh6,One-Time,Admin Fee,$199
1e3bnh6,One-Time,Application Fee,$100
78pwwsx,Recurring,Cat Rent,$15
78pwwsx,Recurring,Dog Rent,$15
78pwwsx,One-Time,Admin Fee,$200
78pwwsx,One-Time,Application Fee,$75
petpccv,One-Time,Admin Fee,$150
petpccv,One-Time,Application Fee,$75
xp2zvdp,Recurring,Unassigned Garage Parking,$100
xp2zvdp,One-Time,Admin Fee,$150
xp2zvdp,One-Time,Application Fee,$50
xp2zvdp,One-Time,Cat Fee,$300
xp2zvdp,One-Time,Dog Fee,$300
8emqrj2,Recurring,Unassigned Garage Parking,$125
8emqrj2,One-Time,Admin Fee,$200
8emqrj2,One-Time,Application Fee,$75
7wfe9sz,Recurring,Unassigned Garage Parking,$100
7wfe9sz,One-Time,Admin Fee,$125
7wfe9sz,One-Time,Application Fee,$75
ht6dhg3,Recurring,Unassigned Garage Parking,$40
ht6dhg3,Recurring,Cat Rent,$20
ht6dhg3,Recurring,Dog Rent,$20
ht6dhg3,One-Time,Admin Fee,$410
ht6dhg3,One-Time,Application Fee,$85
ht6dhg3,One-Time,Cat Fee,$500
ht6dhg3,One-Time,Dog Fee,$500
mdzjgxk,One-Time,Admin Fee,$250
mdzjgxk,One-Time,Application Fee,$40
mdzjgxk,Utilities Included,"Water, Trash Removal, Sewer",Included
2b9ccnc,Recurring,Cat Rent,$20
2b9ccnc,Recurring,Dog Rent,$20
2b9ccnc,One-Time,Admin Fee,$250
2b9ccnc,One-Time,Application Fee,$75
2b9ccnc,One-Time,Cat Fee,$350
2b9ccnc,One-Time,Dog Fee,$350
ms22mel,Recurring,Storage Fee,$50
ms22mel,Recurring,Unassigned Garage Parking,$80
ms22mel,Recurring,Cat Rent,$17
ms22mel,Recurring,Dog Rent,$17
ms22mel,One-Time,Admin Fee,$200
ms22mel,One-Time,Application Fee,$100
ms22mel,One-Time,Other,$24
ms22mel,One-Time,Cat Fee,$400
ms22mel,One-Time,Dog Fee,$400
1mlr527,Recurring,Unassigned Garage Parking,$25
1mlr527,One-Time,Admin Fee,$250
1mlr527,One-Time,Application Fee,$100
3dywydf,One-Time,Admin Fee,$200
3dywydf,One-Time,Cat Fee,$150
3dywydf,One-Time,Dog Fee,$250
3dywydf,Utilities Included,"Water, Trash Removal, Sewer",Included
y8pk27s,Recurring,Storage Fee,$95
y8pk27s,Recurring,Assigned Garage Parking,$95
y8pk27s,One-Time,Admin Fee,$150
y8pk27s,One-Time,Application Fee,$85
etkf05p,One-Time,Admin Fee,$200
etkf05p,One-Time,Application Fee,$50
5208f4n,One-Time,Admin Fee,$150
5208f4n,One-Time,Application Fee,$50
yzwvbgv,Recurring,Cat Rent,$20
yzwvbgv,Recurring,Dog Rent,$20
yzwvbgv,One-Time,Admin Fee,$200
yzwvbgv,One-Time,Application Fee,$65
yzwvbgv,One-Time,Cat Fee,$150
yzwvbgv,One-Time,Dog Fee,$150
gzxp2rz,Recurring,Cat Rent,$10
gzxp2rz,Recurring,Dog Rent,$10
gzxp2rz,One-Time,Admin Fee,$100
gzxp2rz,One-Time,Application Fee,$50
gzxp2rz,One-Time,Cat Fee,$300
gzxp2rz,One-Time,Dog Fee,$300
gzxp2rz,Utilities Included,"Water, Sewer",Included
t60zd0b,Recurring,Storage Fee,$50
t60zd0b,Recurring,Assigned Garage Parking,$150
t60zd0b,One-Time,Admin Fee,$150
t60zd0b,One-Time,Application Fee,$65
mgywrdh,Recurring,Assigned Garage Parking,$100
mgywrdh,One-Time,Admin Fee,$150
mgywrdh,One-Time,Application Fee,$60
n8k1k7n,Recurring,Storage Fee,$35
n8k1k7n,Recurring,Cat Rent,$30
n8k1k7n,Recurring,Dog Rent,$30
n8k1k7n,One-Time,Admin Fee,$200
n8k1k7n,One-Time,Application Fee,$75
n8k1k7n,One-Time,Cat Fee,$300
n8k1k7n,One-Time,Dog Fee,$300
ywxq4hs,Recurring,Cat Rent,$15
ywxq4hs,Recurring,Dog Rent,$15
ywxq4hs,One-Time,Admin Fee,$150
ywxq4hs,One-Time,Application Fee,$50
ywxq4hs,One-Time,Cat Fee,$350
ywxq4hs,One-Time,Dog Fee,$350
jvgtde7,Recurring,Storage Fee,$50
jvgtde7,One-Time,Admin Fee,$200
jvgtde7,One-Time,Application Fee,$75
p2m8fet,Recurring,Storage Fee,$20
p2m8fet,One-Time,Admin Fee,$150
p2m8fet,One-Time,Application Fee,$75
2bljd1b,Recurring,Cat Rent,$25
2bljd1b,Recurring,Dog Rent,$25
2bljd1b,One-Time,Application Fee,$35
2bljd1b,One-Time,Cat Fee,$150
2bljd1b,One-Time,Cat Deposit,$150
2bljd1b,One-Time,Dog Fee,$150
2bljd1b,One-Time,Dog Deposit,$150
2bljd1b,Utilities Included,Trash Removal,Included
r5bkc20,One-Time,Admin Fee,$200
r5bkc20,One-Time,Application Fee,$50
r5bkc20,One-Time,Cat Fee,$200
r5bkc20,One-Time,Dog Fee,$200
r5bkc20,Utilities Included,Trash Removal,Included
cct9cwd,One-Time,Admin Fee,$150
cct9cwd,One-Time,Application Fee,$50
cct9cwd,Utilities Included,"Water, Trash Removal, Sewer",Included
5x21kvn,Recurring,Storage Fee,$50
5x21kvn,Recurring,Assigned Covered Parking,$50
5x21kvn,One-Time,Admin Fee,$200
5x21kvn,One-Time,Application Fee,$80
vwkb2qd,Recurring,Cat Rent,$15
vwkb2qd,Recurring,Dog Rent,$15
vwkb2qd,One-Time,Admin Fee,$350
vwkb2qd,One-Time,Application Fee,$100
vwkb2qd,One-Time,Cat Fee,$400
vwkb2qd,One-Time,Dog Fee,$400
tpc7ltc,One-Time,Admin Fee,$50
tpc7ltc,One-Time,Application Fee,$30
tpc7ltc,One-Time,Cat Fee,$300
tpc7ltc,One-Time,Cat Deposit,$150
tpc7ltc,One-Time,Dog Fee,$300
tpc7ltc,One-Time,Dog Deposit,$150
tckhxlb,One-Time,Admin Fee,$285
tckhxlb,One-Time,Application Fee,$85
p8wem4v,One-Time,Admin Fee,$250
p8wem4v,One-Time,Application Fee,$75
rs1s9v3,Recurring,Cat Rent,$20
rs1s9v3,Recurring,Dog Rent,$20
rs1s9v3,One-Time,Admin Fee,$250
rs1s9v3,One-Time,Application Fee,$50
rs1s9v3,One-Time,Cat Fee,$300
rs1s9v3,One-Time,Dog Fee,$300
rs1s9v3,Utilities Included,Water,Included
ymgv8pt,Recurring,Storage Fee,$30
ymgv8pt,One-Time,Admin Fee,$300
ymgv8pt,One-Time,Application Fee,$100
ckb4lfg,Recurring,Storage Fee,$25
ckb4lfg,Recurring,Unassigned Garage Parking,$1 - 125
ckb4lfg,Recurring,Cat Rent,$20
ckb4lfg,Recurring,Dog Rent,$20
ckb4lfg,One-Time,Admin Fee,$150
ckb4lfg,One-Time,Application Fee,$75
ckb4lfg,One-Time,Cat Fee,$500
ckb4lfg,One-Time,Dog Fee,$500
5ynph5m,Recurring,Storage Fee,$50
5ynph5m,Recurring,Assigned Surface Lot Parking,$65
5ynph5m,Recurring,Assigned Covered Parking,$85
5ynph5m,One-Time,Admin Fee,$400
5ynph5m,One-Time,Application Fee,$80
g10kktz,One-Time,Admin Fee,$150
g10kktz,One-Time,Application Fee,$50
5q465km,One-Time,Admin Fee,$200
5q465km,One-Time,Application Fee,$99
rnlv763,Recurring,Unassigned Other Parking,$100
rnlv763,One-Time,Admin Fee,$150
rnlv763,One-Time,Application Fee,$50
gkrtwjz,One-Time,Admin Fee,$175
gkrtwjz,One-Time,Application Fee,$75
sxxv786,One-Time,Admin Fee,$150
sxxv786,One-Time,Application Fee,$75
fc5pl2t,Recurring,Storage Fee,$25
fc5pl2t,One-Time,Admin Fee,$150
fc5pl2t,One-Time,Application Fee,$95
6k6hr8s,Recurring,Cat Rent,$10
6k6hr8s,Recurring,Dog Rent,$10
6k6hr8s,One-Time,Admin Fee,$200
6k6hr8s,One-Time,Application Fee,$50
6k6hr8s,One-Time,Cat Fee,$300
6k6hr8s,One-Time,Dog Fee,$300
fb30lft,Recurring,Cat Rent,$25
fb30lft,Recurring,Dog Rent,$25
fb30lft,One-Time,Admin Fee,$150
fb30lft,One-Time,Application Fee,$50
fb30lft,One-Time,Cat Fee,$400
fb30lft,One-Time,Dog Fee,$400
fb30lft,Utilities Included,"Water, Cable",Included
r19clj0,Recurring,Cat Rent,$20
r19clj0,Recurring,Dog Rent,$20
r19clj0,One-Time,Admin Fee,$200
r19clj0,One-Time,Application Fee,$85
r19clj0,One-Time,Cat Fee,$300
r19clj0,One-Time,Dog Fee,$300
4lb6del,Recurring,Storage Fee,$50
4lb6del,Recurring,Cat Rent,$30
4lb6del,Recurring,Dog Rent,$30
4lb6del,One-Time,Admin Fee,$200
4lb6del,One-Time,Application Fee,$85
4lb6del,One-Time,Cat Fee,$300
4lb6del,One-Time,Dog Fee,$300
7mt3cpz,One-Time,Admin Fee,$200
7mt3cpz,One-Time,Application Fee,$99
6hmnndv,Recurring,Storage Fee,$60
6hmnndv,Recurring,Assigned Covered Parking,$50
6hmnndv,One-Time,Admin Fee,$250
6hmnndv,One-Time,Application Fee,$85
rlfqdw1,Recurring,Cat Rent,$20
rlfqdw1,Recurring,Dog Rent,$20
rlfqdw1,One-Time,Admin Fee,$200
rlfqdw1,One-Time,Application Fee,$65
rlfqdw1,One-Time,Cat Fee,$300
rlfqdw1,One-Time,Dog Fee,$300
rlfqdw1,Utilities Included,"Water, Trash Removal, Sewer",Included
zs4zf8w,Recurring,Cat Rent,$20
zs4zf8w,Recurring,Dog Rent,$20
zs4zf8w,One-Time,Admin Fee,$200
zs4zf8w,One-Time,Application Fee,$75
kcck9b9,Recurring,Assigned Covered Parking,$50
kcck9b9,Recurring,Assigned Other Parking,$100
kcck9b9,Recurring,Cat Rent,$20
kcck9b9,Recurring,Dog Rent,$20
kcck9b9,One-Time,Admin Fee,$250
kcck9b9,One-Time,Application Fee,$50
kcck9b9,One-Time,Cat Fee,$400
kcck9b9,One-Time,Dog Fee,$400
hpnsm32,Recurring,Assigned Other Parking,$100
hpnsm32,One-Time,Admin Fee,$300
hpnsm32,One-Time,Application Fee,$100
e6blvnp,Recurring,Storage Fee,$75
e6blvnp,Recurring,Cat Rent,$10
e6blvnp,Recurring,Dog Rent,$10
e6blvnp,One-Time,Admin Fee,$200
e6blvnp,One-Time,Application Fee,$75
e6blvnp,One-Time,Cat Fee,$350
e6blvnp,One-Time,Dog Fee,$350
pp38ejs,Recurring,Storage Fee,$75
pp38ejs,Recurring,Unassigned Garage Parking,$200
pp38ejs,Recurring,Cat Rent,$20
pp38ejs,Recurring,Dog Rent,$20
pp38ejs,One-Time,Admin Fee,$250
pp38ejs,One-Time,Application Fee,$99
50952pp,Recurring,Unassigned Garage Parking,$35 - 65
50952pp,Recurring,Cat Rent,$20
50952pp,Recurring,Dog Rent,$20
50952pp,One-Time,Admin Fee,$250
50952pp,One-Time,Application Fee,$100
759te2z,Recurring,Assigned Garage Parking,$135
759te2z,One-Time,Admin Fee,$175
759te2z,One-Time,Application Fee,$50
qyrt4hw,Recurring,Cat Rent,$10
qyrt4hw,Recurring,Dog Rent,$10
qyrt4hw,One-Time,Admin Fee,$200
qyrt4hw,One-Time,Application Fee,$50
tpyf8db,Recurring,Cat Rent,$35
tpyf8db,Recurring,Dog Rent,$35
tpyf8db,One-Time,Admin Fee,$175
tpyf8db,One-Time,Application Fee,$75
tpyf8db,One-Time,Cat Fee,$200
tpyf8db,One-Time,Dog Fee,$400
9wfjd46,Recurring,Storage Fee,$75
9wfjd46,Recurring,Unassigned Garage Parking,$125
9wfjd46,Recurring,Cat Rent,$25
9wfjd46,Recurring,Dog Rent,$25
9wfjd46,One-Time,Admin Fee,$175
9wfjd46,One-Time,Application Fee,$75
9wfjd46,One-Time,Cat Fee,$400
9wfjd46,One-Time,Dog Fee,$400
w5j421j,One-Time,Admin Fee,$249
w5j421j,One-Time,Application Fee,$75
lb5vx5g,Recurring,Cat Rent,$35
lb5vx5g,Recurring,Dog Rent,$35
lb5vx5g,One-Time,Admin Fee,$100
lb5vx5g,One-Time,Application Fee,$50
lb5vx5g,One-Time,Cat Fee,$500
lb5vx5g,One-Time,Dog Fee,$500
dyqtdgk,One-Time,Admin Fee,$175
dyqtdgk,One-Time,Application Fee,$55
n15hxep,Recurring,Storage Fee,$65
n15hxep,Recurring,Cat Rent,$15
n15hxep,Recurring,Dog Rent,$15
n15hxep,One-Time,Admin Fee,$100
n15hxep,One-Time,Application Fee,$50
n15hxep,One-Time,Cat Fee,$300
n15hxep,One-Time,Dog Fee,$300
m6b2glh,Recurring,Storage Fee,$25
m6b2glh,Recurring,Unassigned Garage Parking,$50
m6b2glh,One-Time,Admin Fee,$250
m6b2glh,One-Time,Application Fee,$100
173ymm4,Recurring,Cat Rent,$10
173ymm4,Recurring,Dog Rent,$10
173ymm4,One-Time,Admin Fee,$150
173ymm4,One-Time,Application Fee,$85
173ymm4,One-Time,Cat Fee,$150
173ymm4,One-Time,Dog Fee,$150
m91mykk,One-Time,Admin Fee,$75
m91mykk,One-Time,Application Fee,$35
m91mykk,Utilities Included,Trash Removal,Included
n0jdl2q,One-Time,Admin Fee,$75
n0jdl2q,One-Time,Application Fee,$35
n0jdl2q,Utilities Included,Water,Included
xy6vc9q,One-Time,Admin Fee,$150
xy6vc9q,One-Time,Application Fee,$35
307f0sd,Recurring,Assigned Garage Parking,$120
307f0sd,One-Time,Admin Fee,$75
307f0sd,One-Time,Application Fee,$35
sslx465,One-Time,Admin Fee,$150
sslx465,One-Time,Application Fee,$35
vsnlkhg,Recurring,Unassigned Covered Parking,$25
vsnlkhg,Recurring,Unassigned Other Parking,$100
vsnlkhg,Recurring,Cat Rent,$20
vsnlkhg,Recurring,Dog Rent,$20
vsnlkhg,One-Time,Admin Fee,$200
vsnlkhg,One-Time,Application Fee,$75
8c15dh3,Recurring,Cat Rent,$25
8c15dh3,Recurring,Dog Rent,$25
8c15dh3,One-Time,Admin Fee,$150
8c15dh3,One-Time,Application Fee,$50
8c15dh3,One-Time,Cat Fee,$150
8c15dh3,One-Time,Cat Deposit,$150
8c15dh3,One-Time,Dog Fee,$150
8c15dh3,One-Time,Dog Deposit,$150
8c15dh3,Utilities Included,Trash Removal,Included
5rq7f2m,Recurring,Cat Rent,$25
5rq7f2m,Recurring,Dog Rent,$25
5rq7f2m,One-Time,Application Fee,$25
5rq7f2m,One-Time,Cat Fee,$150
5rq7f2m,One-Time,Cat Deposit,$150
5rq7f2m,One-Time,Dog Fee,$150
5rq7f2m,One-Time,Dog Deposit,$150
5rq7f2m,Utilities Included,"Water, Trash Removal, Sewer",Included
dw8sbjh,One-Time,Admin Fee,$150
dw8sbjh,One-Time,Application Fee,$35
xrd6csp,One-Time,Admin Fee,$75
xrd6csp,One-Time,Application Fee,$35
k8312yc,Recurring,Unassigned Garage Parking,$100
k8312yc,Recurring,Cat Rent,$10
k8312yc,Recurring,Dog Rent,$10
k8312yc,One-Time,Admin Fee,$300
k8312yc,One-Time,Application Fee,$75
k8312yc,One-Time,Cat Fee,$300
k8312yc,One-Time,Dog Fee,$300
7vc8ykx,One-Time,Admin Fee,$300
7vc8ykx,One-Time,Application Fee,$50
ql9dqgy,Recurring,Storage Fee,$45
ql9dqgy,Recurring,Unassigned Garage Parking,$100
ql9dqgy,One-Time,Admin Fee,$300
ql9dqgy,One-Time,Application Fee,$75
ll16fde,Recurring,Cat Rent,$25
ll16fde,Recurring,Dog Rent,$25
ll16fde,One-Time,Admin Fee,$150
ll16fde,One-Time,Application Fee,$50
ll16fde,One-Time,Cat Deposit,$300
ll16fde,One-Time,Dog Deposit,$300
q9jhgvy,Recurring,Cat Rent,$20
q9jhgvy,Recurring,Dog Rent,$20
q9jhgvy,One-Time,Admin Fee,$299
q9jhgvy,One-Time,Application Fee,$150
q9jhgvy,One-Time,Cat Fee,$4
q9jhgvy,One-Time,Dog Fee,$4
rr2tzf3,One-Time,Admin Fee,$325
rr2tzf3,One-Time,Application Fee,$60
4mzp80j,One-Time,Admin Fee,$325
4mzp80j,One-Time,Application Fee,$60
hl2j4q1,Recurring,Unassigned Garage Parking,$125
hl2j4q1,One-Time,Admin Fee,$325
hl2j4q1,One-Time,Application Fee,$60
k1803fc,One-Time,Admin Fee,$150
k1803fc,One-Time,Application Fee,$75
pgp9vxt,Recurring,Cat Rent,$10
pgp9vxt,Recurring,Dog Rent,$10
pgp9vxt,One-Time,Admin Fee,$150
pgp9vxt,One-Time,Application Fee,$75
3nm399g,Recurring,Unassigned Garage Parking,$50
3nm399g,Recurring,Unassigned Other Parking,$175
3nm399g,Recurring,Cat Rent,$15
3nm399g,Recurring,Dog Rent,$15
3nm399g,One-Time,Admin Fee,$250
3nm399g,One-Time,Application Fee,$75
3nm399g,One-Time,Cat Fee,$400
3nm399g,One-Time,Dog Fee,$400
0bb9h91,One-Time,Admin Fee,$200
0bb9h91,One-Time,Application Fee,$80
t33qwxc,Recurring,Assigned Garage Parking,$100
t33qwxc,Recurring,Cat Rent,$15
t33qwxc,Recurring,Dog Rent,$15
t33qwxc,One-Time,Admin Fee,$150
t33qwxc,One-Time,Application Fee,$60
t33qwxc,One-Time,Cat Fee,$300
t33qwxc,One-Time,Dog Fee,$300
p18y2qr,Recurring,Storage Fee,$25
p18y2qr,Recurring,Cat Rent,$25
p18y2qr,Recurring,Dog Rent,$25
p18y2qr,One-Time,Admin Fee,$155
p18y2qr,One-Time,Application Fee,$85
p18y2qr,One-Time,Cat Fee,$350
p18y2qr,One-Time,Dog Fee,$350
2l6d41c,One-Time,Admin Fee,$250
2l6d41c,One-Time,Application Fee,$85
mmmfe4h,One-Time,Admin Fee,$200
mmmfe4h,One-Time,Application Fee,$75
1810257,One-Time,Admin Fee,$250
1810257,One-Time,Application Fee,$85
87951d3,One-Time,Admin Fee,$250
87951d3,One-Time,Application Fee,$85
vrjdv8e,One-Time,Admin Fee,$250
vrjdv8e,One-Time,Application Fee,$85
erzgdcm,One-Time,Admin Fee,$250
erzgdcm,One-Time,Application Fee,$85
z8ecdzw,Recurring,Storage Fee,$50
z8ecdzw,One-Time,Admin Fee,$250
z8ecdzw,One-Time,Application Fee,$85
g9yvbdw,One-Time,Admin Fee,$250
g9yvbdw,One-Time,Application Fee,$85
8tqb3x0,One-Time,Admin Fee,$200
8tqb3x0,One-Time,Application Fee,$85
v82z13d,Recurring,Assigned Garage Parking,$100
v82z13d,One-Time,Admin Fee,$250
v82z13d,One-Time,Application Fee,$85
3n88qke,One-Time,Admin Fee,$250
3n88qke,One-Time,Application Fee,$85
jdzry95,One-Time,Admin Fee,$250
jdzry95,One-Time,Application Fee,$85
m1b7dwj,Recurring,Storage Fee,$25
m1b7dwj,One-Time,Admin Fee,$250
m1b7dwj,One-Time,Application Fee,$85
4tjtswk,Recurring,Storage Fee,$35
4tjtswk,Recurring,Assigned Garage Parking,$35
4tjtswk,One-Time,Admin Fee,$250
4tjtswk,One-Time,Application Fee,$85
v4l1dxe,Recurring,Storage Fee,$30
v4l1dxe,Recurring,Assigned Covered Parking,$150
v4l1dxe,One-Time,Admin Fee,$250
v4l1dxe,One-Time,Application Fee,$85
48g6t1k,Recurring,Unassigned Garage Parking,$100 - 250
48g6t1k,One-Time,Admin Fee,$250
48g6t1k,One-Time,Application Fee,$85
1vrbc67,Recurring,Storage Fee,$30
1vrbc67,Recurring,Assigned Covered Parking,$130
1vrbc67,One-Time,Admin Fee,$250
1vrbc67,One-Time,Application Fee,$85
jzedwk6,One-Time,Admin Fee,$350
jzedwk6,One-Time,Application Fee,$85
sey24x5,Recurring,Storage Fee,$40
sey24x5,One-Time,Admin Fee,$300
sey24x5,One-Time,Application Fee,$85
9yyrgl4,One-Time,Application Fee,$85
9yyrgl4,Utilities Included,Trash Removal,Included
cjj7qwe,Recurring,Storage Fee,$50
cjj7qwe,One-Time,Admin Fee,$250
cjj7qwe,One-Time,Application Fee,$85
tkzyz39,One-Time,Admin Fee,$150
tkzyz39,One-Time,Application Fee,$35
gbty2fy,Recurring,Storage Fee,$55
gbty2fy,One-Time,Admin Fee,$49
gbty2fy,One-Time,Application Fee,$50
r9nw601,Recurring,Storage Fee,$35
r9nw601,Recurring,Unassigned Garage Parking,$125
r9nw601,One-Time,Admin Fee,$250
r9nw601,One-Time,Application Fee,$100
plg19fs,Recurring,Unassigned Garage Parking,$125
plg19fs,One-Time,Admin Fee,$250
plg19fs,One-Time,Application Fee,$100
nvfxq1q,Recurring,Assigned Covered Parking,$75
nvfxq1q,One-Time,Admin Fee,$200
nvfxq1q,One-Time,Application Fee,$85
b1pebl9,Recurring,Storage Fee,$30
b1pebl9,Recurring,Unassigned Garage Parking,$50
b1pebl9,One-Time,Admin Fee,$300
b1pebl9,One-Time,Application Fee,$100
nml0gvq,Recurring,Storage Fee,$60
nml0gvq,Recurring,Cat Rent,$15
nml0gvq,Recurring,Dog Rent,$15
nml0gvq,One-Time,Admin Fee,$190
nml0gvq,One-Time,Application Fee,$80
nml0gvq,One-Time,Cat Fee,$300
nml0gvq,One-Time,Dog Fee,$300
2v3ve0c,One-Time,Admin Fee,$200
2v3ve0c,One-Time,Application Fee,$50
wp0hh9l,Recurring,Storage Fee,$25
wp0hh9l,Recurring,Unassigned Garage Parking,$50
wp0hh9l,One-Time,Admin Fee,$300
wp0hh9l,One-Time,Application Fee,$100
db74jmj,Recurring,Storage Fee,$50
db74jmj,Recurring,Unassigned Garage Parking,$190 - 249
db74jmj,Recurring,Cat Rent,$15
db74jmj,Recurring,Dog Rent,$15
db74jmj,One-Time,Admin Fee,$150
db74jmj,One-Time,Application Fee,$50
db74jmj,One-Time,Cat Fee,$400
db74jmj,One-Time,Dog Fee,$400
evwjjsp,Recurring,Unassigned Garage Parking,$125
evwjjsp,One-Time,Admin Fee,$150
evwjjsp,One-Time,Application Fee,$85
dqdb28h,Recurring,Assigned Other Parking,$25
dqdb28h,Recurring,Cat Rent,$25
dqdb28h,Recurring,Dog Rent,$25
dqdb28h,One-Time,Admin Fee,$125
dqdb28h,One-Time,Application Fee,$75
mqf040h,One-Time,Admin Fee,$160
mqf040h,One-Time,Application Fee,$50
