apt_id,expense_type,expense_name,expense_amount
mlvsbcj,One-Time,Cat Fee,$400
mlvsbcj,One-Time,Dog Fee,$400
gqjsdgy,Recurring,Unassigned Garage Parking,$50
gqjsdgy,Recurring,Cat Rent,$40
gqjsdgy,Recurring,Dog Rent,$40
gqjsdgy,One-Time,Admin Fee,$300
gqjsdgy,One-Time,Application Fee,$75
gqjsdgy,One-Time,Cat Fee,$400 - 800
gqjsdgy,One-Time,Dog Fee,$400 - 800
1s3lyj6,One-Time,Admin Fee,$125
1s3lyj6,One-Time,Application Fee,$49
1s3lyj6,One-Time,Cat Fee,$300
1s3lyj6,One-Time,Dog Fee,$300
ql1h5fx,Recurring,Storage Fee,$75
ql1h5fx,Recurring,Assigned Garage Parking,$75
ql1h5fx,One-Time,Admin Fee,$125
ql1h5fx,One-Time,Application Fee,$49
ql1h5fx,One-Time,Cat Fee,$300
ql1h5fx,One-Time,Dog Fee,$300
p2t5fqs,Recurring,Cat Rent,$10
p2t5fqs,Recurring,Dog Rent,$10
p2t5fqs,One-Time,Admin Fee,$125
p2t5fqs,One-Time,Application Fee,$49
p2t5fqs,One-Time,Cat Fee,$300
p2t5fqs,One-Time,Dog Fee,$300
y511xds,Recurring,Unassigned Garage Parking,$100
y511xds,One-Time,Application Fee,$99
y511xds,One-Time,Cat Fee,$400
y511xds,One-Time,Dog Fee,$400
ynqd6xr,One-Time,Admin Fee,$125
ynqd6xr,One-Time,Application Fee,$49
ynqd6xr,One-Time,Cat Fee,$300
ynqd6xr,One-Time,Cat Deposit,$300
ynqd6xr,One-Time,Dog Fee,$300
ynqd6xr,One-Time,Dog Deposit,$300
g1940mx,One-Time,Admin Fee,$125
g1940mx,One-Time,Application Fee,$49
g1940mx,One-Time,Cat Fee,$300
g1940mx,One-Time,Dog Fee,$300
czmjyee,Recurring,Cat Rent,$10
czmjyee,Recurring,Dog Rent,$10
czmjyee,One-Time,Admin Fee,$50
czmjyee,One-Time,Application Fee,$150
czmjyee,One-Time,Cat Fee,$300 - 500
czmjyee,One-Time,Dog Fee,$300 - 500
6qb02rr,Recurring,Storage Fee,$25
6qb02rr,Recurring,Assigned Garage Parking,$100 - 150
6qb02rr,Recurring,Unassigned Other Parking,$100
6qb02rr,Recurring,Cat Rent,$40
6qb02rr,Recurring,Dog Rent,$40
6qb02rr,One-Time,Admin Fee,$250
6qb02rr,One-Time,Application Fee,$75
6qb02rr,One-Time,Cat Fee,$400 - 800
6qb02rr,One-Time,Dog Fee,$400 - 800
d6w9zrh,Recurring,Cat Rent,$30
d6w9zrh,Recurring,Dog Rent,$30
d6w9zrh,One-Time,Admin Fee,$200
d6w9zrh,One-Time,Application Fee,$125
d6w9zrh,One-Time,Cat Fee,$300
d6w9zrh,One-Time,Dog Fee,$300
4sq3tqj,Recurring,Storage Fee,$35
4sq3tqj,Recurring,Cat Rent,$20
4sq3tqj,Recurring,Dog Rent,$20
4sq3tqj,One-Time,Admin Fee,$200
4sq3tqj,One-Time,Application Fee,$100
4sq3tqj,One-Time,Cat Fee,$500
4sq3tqj,One-Time,Cat Deposit,$500
4sq3tqj,One-Time,Dog Fee,$500
4sq3tqj,One-Time,Dog Deposit,$500
mswctsl,Recurring,Cat Rent,$25
mswctsl,Recurring,Dog Rent,$25
mswctsl,One-Time,Cat Fee,$300 - 500
mswctsl,One-Time,Dog Fee,$300 - 500
k06veq9,Recurring,Cat Rent,$40
k06veq9,Recurring,Dog Rent,$40
k06veq9,One-Time,Admin Fee,$50
k06veq9,One-Time,Application Fee,$100
k06veq9,One-Time,Cat Fee,$300 - 500
k06veq9,One-Time,Dog Fee,$300 - 500
fq047fv,Recurring,Assigned Garage Parking,$75
fq047fv,Recurring,Cat Rent,$25
fq047fv,Recurring,Dog Rent,$25
fq047fv,One-Time,Admin Fee,$200
fq047fv,One-Time,Application Fee,$75
fq047fv,One-Time,Cat Fee,$400
fq047fv,One-Time,Cat Deposit,$400
fq047fv,One-Time,Dog Fee,$400
fq047fv,One-Time,Dog Deposit,$400
8v233n3,Recurring,Unassigned Garage Parking,$100 - 150
8v233n3,Recurring,Cat Rent,$30
8v233n3,Recurring,Dog Rent,$30
8v233n3,One-Time,Admin Fee,$150
8v233n3,One-Time,Application Fee,$50
8v233n3,One-Time,Cat Fee,$300 - 450
8v233n3,One-Time,Dog Fee,$300 - 450
whx2g1k,Recurring,Storage Fee,$65
whx2g1k,Recurring,Cat Rent,$40
whx2g1k,Recurring,Dog Rent,$40
whx2g1k,One-Time,Admin Fee,$225
whx2g1k,One-Time,Application Fee,$100
whx2g1k,One-Time,Cat Fee,$300 - 600
whx2g1k,One-Time,Dog Fee,$300 - 600
bbn2n78,Recurring,Cat Rent,$30
bbn2n78,Recurring,Dog Rent,$30
bbn2n78,One-Time,Admin Fee,$175
bbn2n78,One-Time,Application Fee,$75
bbn2n78,One-Time,Cat Fee,$300 - 600
bbn2n78,One-Time,Dog Fee,$300 - 600
1dcxgw6,Recurring,Cat Rent,$50
1dcxgw6,Recurring,Dog Rent,$50
1dcxgw6,One-Time,Admin Fee,$225
1dcxgw6,One-Time,Application Fee,$50
1dcxgw6,One-Time,Cat Fee,$300
1dcxgw6,One-Time,Dog Fee,$300
m1ftqhh,Recurring,Bird Rent,$40
m1ftqhh,Recurring,Cat Rent,$40
m1ftqhh,Recurring,Dog Rent,$40
m1ftqhh,One-Time,Admin Fee,$125
m1ftqhh,One-Time,Application Fee,$75
m1ftqhh,One-Time,Bird Fee,$400 - 600
m1ftqhh,One-Time,Cat Fee,$400 - 600
m1ftqhh,One-Time,Dog Fee,$400 - 600
hxxnen1,Recurring,Cat Rent,$50
hxxnen1,Recurring,Dog Rent,$50
hxxnen1,One-Time,Admin Fee,$200
hxxnen1,One-Time,Application Fee,$75
hxxnen1,One-Time,Cat Fee,$350 - 500
hxxnen1,One-Time,Dog Fee,$350 - 500
s75p1h7,Recurring,Unassigned Garage Parking,$75
s75p1h7,Recurring,Cat Rent,$60
s75p1h7,Recurring,Dog Rent,$60
s75p1h7,One-Time,Admin Fee,$250
s75p1h7,One-Time,Application Fee,$100
s75p1h7,One-Time,Cat Fee,$30 - 60
s75p1h7,One-Time,Cat Deposit,$600
s75p1h7,One-Time,Dog Fee,$30 - 60
s75p1h7,One-Time,Dog Deposit,$600
4hl187l,Recurring,Unassigned Garage Parking,$150
4hl187l,Recurring,Cat Rent,$15
4hl187l,Recurring,Dog Rent,$15
4hl187l,One-Time,Admin Fee,$199
4hl187l,One-Time,Application Fee,$75
4hl187l,One-Time,Cat Fee,$350
4hl187l,One-Time,Dog Fee,$350
3jc0r1g,Recurring,Assigned Covered Parking,$20
3jc0r1g,Recurring,Assigned Garage Parking,$150
3jc0r1g,Recurring,Cat Rent,$20
3jc0r1g,Recurring,Dog Rent,$20
3jc0r1g,One-Time,Admin Fee,$200
3jc0r1g,One-Time,Application Fee,$75
3jc0r1g,One-Time,Cat Fee,$300
3jc0r1g,One-Time,Dog Fee,$300
elhz5mq,Recurring,Storage Fee,$65
elhz5mq,Recurring,Cat Rent,$15
elhz5mq,Recurring,Dog Rent,$15
elhz5mq,One-Time,Admin Fee,$160
elhz5mq,One-Time,Application Fee,$80
elhz5mq,One-Time,Cat Fee,$500
elhz5mq,One-Time,Dog Fee,$500
cqb9w7f,Recurring,Cat Rent,$15
cqb9w7f,Recurring,Dog Rent,$15
cqb9w7f,One-Time,Admin Fee,$375
cqb9w7f,One-Time,Application Fee,$75
cqb9w7f,One-Time,Cat Fee,$450
cqb9w7f,One-Time,Dog Fee,$450
06zptg3,Recurring,Storage Fee,$20
06zptg3,Recurring,Cat Rent,$25
06zptg3,Recurring,Dog Rent,$25
06zptg3,One-Time,Admin Fee,$200
06zptg3,One-Time,Application Fee,$75
06zptg3,One-Time,Cat Fee,$400 - 700
06zptg3,One-Time,Dog Fee,$400 - 700
7mzfhpx,Recurring,Cat Rent,$20
7mzfhpx,Recurring,Dog Rent,$20
7mzfhpx,One-Time,Admin Fee,$200
7mzfhpx,One-Time,Application Fee,$100
7mzfhpx,One-Time,Cat Fee,$400
7mzfhpx,One-Time,Dog Fee,$400
2c65ccc,Recurring,Storage Fee,$150
2c65ccc,Recurring,Cat Rent,$20
2c65ccc,Recurring,Dog Rent,$20
2c65ccc,One-Time,Admin Fee,$199
2c65ccc,One-Time,Application Fee,$75
2c65ccc,One-Time,Cat Fee,$450
2c65ccc,One-Time,Dog Fee,$450
dvclq3l,Recurring,Unassigned Garage Parking,$125
dvclq3l,Recurring,Cat Rent,$40
dvclq3l,Recurring,Dog Rent,$40
dvclq3l,One-Time,Admin Fee,$150
dvclq3l,One-Time,Application Fee,$75
dvclq3l,One-Time,Cat Fee,$400 - 600
dvclq3l,One-Time,Dog Fee,$400 - 600
mp2ed9l,Recurring,Cat Rent,$20
mp2ed9l,Recurring,Dog Rent,$20
mp2ed9l,One-Time,Admin Fee,$199
mp2ed9l,One-Time,Application Fee,$75
mp2ed9l,One-Time,Cat Fee,$350
mp2ed9l,One-Time,Dog Fee,$350
vgqpw5f,Recurring,Unassigned Surface Lot Parking,$100
vgqpw5f,Recurring,Assigned Garage Parking,$100
vgqpw5f,Recurring,Cat Rent,$20
vgqpw5f,Recurring,Dog Rent,$20
vgqpw5f,One-Time,Admin Fee,$175
vgqpw5f,One-Time,Application Fee,$75
vgqpw5f,One-Time,Cat Fee,$350
vgqpw5f,One-Time,Dog Fee,$350
ggpvzzx,Recurring,Storage Fee,$25
ggpvzzx,Recurring,Cat Rent,$20
ggpvzzx,Recurring,Dog Rent,$20
ggpvzzx,One-Time,Admin Fee,$250
ggpvzzx,One-Time,Application Fee,$100
ggpvzzx,One-Time,Cat Fee,$750
ggpvzzx,One-Time,Cat Deposit,$750
ggpvzzx,One-Time,Dog Fee,$750
ggpvzzx,One-Time,Dog Deposit,$750
xdvth1p,Recurring,Cat Rent,$25
xdvth1p,Recurring,Dog Rent,$25
xdvth1p,One-Time,Admin Fee,$195
xdvth1p,One-Time,Application Fee,$95
xdvth1p,One-Time,Cat Fee,$400
xdvth1p,One-Time,Dog Fee,$400
z3znr6x,Recurring,Assigned Surface Lot Parking,$100
z3znr6x,Recurring,Assigned Garage Parking,$100
z3znr6x,Recurring,Cat Rent,$20
z3znr6x,Recurring,Dog Rent,$20
z3znr6x,One-Time,Admin Fee,$150
z3znr6x,One-Time,Application Fee,$100
z3znr6x,One-Time,Cat Fee,$300 - 600
z3znr6x,One-Time,Dog Fee,$300 - 600
15be985,Recurring,Storage Fee,$65
15be985,Recurring,Assigned Garage Parking,$200 - 225
15be985,Recurring,Cat Rent,$50
15be985,Recurring,Dog Rent,$50
15be985,One-Time,Admin Fee,$250
15be985,One-Time,Application Fee,$150
15be985,One-Time,Cat Fee,$400 - 700
15be985,One-Time,Cat Deposit,$400
15be985,One-Time,Dog Fee,$400 - 700
15be985,One-Time,Dog Deposit,$400
49hpxfk,Recurring,Cat Rent,$20
49hpxfk,Recurring,Dog Rent,$20
49hpxfk,One-Time,Admin Fee,$150
49hpxfk,One-Time,Application Fee,$85
49hpxfk,One-Time,Cat Fee,$350
49hpxfk,One-Time,Dog Fee,$350
jq6mqq7,Recurring,Cat Rent,$25
jq6mqq7,Recurring,Dog Rent,$25
jq6mqq7,One-Time,Admin Fee,$150
jq6mqq7,One-Time,Application Fee,$50
jq6mqq7,One-Time,Cat Fee,$300
jq6mqq7,One-Time,Dog Fee,$300
gpn60cx,One-Time,Admin Fee,$150
gpn60cx,One-Time,Application Fee,$75
gpn60cx,One-Time,Cat Fee,$500
gpn60cx,One-Time,Dog Fee,$500
eft27dm,Recurring,Unassigned Surface Lot Parking,$20
eft27dm,Recurring,Cat Rent,$25
eft27dm,Recurring,Dog Rent,$25
eft27dm,One-Time,Admin Fee,$100
eft27dm,One-Time,Application Fee,$75
eft27dm,One-Time,Cat Fee,$400 - 625
eft27dm,One-Time,Dog Fee,$400 - 625
468h0xh,Recurring,Cat Rent,$40
468h0xh,Recurring,Dog Rent,$40
468h0xh,One-Time,Admin Fee,$250
468h0xh,One-Time,Application Fee,$150
468h0xh,One-Time,Cat Fee,$250
468h0xh,One-Time,Cat Deposit,$500
468h0xh,One-Time,Dog Fee,$250
468h0xh,One-Time,Dog Deposit,$500
scksv97,Recurring,Storage Fee,$55
scksv97,Recurring,Cat Rent,$15
scksv97,Recurring,Dog Rent,$15
scksv97,One-Time,Admin Fee,$315
scksv97,One-Time,Application Fee,$85
scksv97,One-Time,Cat Fee,$350
scksv97,One-Time,Dog Fee,$350 - 500
l58wrqd,Recurring,Fish Rent,$10
l58wrqd,One-Time,Admin Fee,$200
l58wrqd,One-Time,Application Fee,$75
l58wrqd,One-Time,Dog Fee,$300 - 500
l58wrqd,One-Time,Fish Fee,$300 - 500
882n8b0,One-Time,Admin Fee,$250
882n8b0,One-Time,Application Fee,$85
882n8b0,One-Time,Cat Fee,$400
882n8b0,One-Time,Dog Fee,$400
mejlmzk,Recurring,Storage Fee,$60
mejlmzk,Recurring,Cat Rent,$25
mejlmzk,Recurring,Dog Rent,$25
mejlmzk,One-Time,Admin Fee,$200
mejlmzk,One-Time,Application Fee,$75
mejlmzk,One-Time,Cat Fee,$500
mejlmzk,One-Time,Dog Fee,$500
lk86n5g,Recurring,Cat Rent,$15
lk86n5g,Recurring,Dog Rent,$15
lk86n5g,One-Time,Admin Fee,$250
lk86n5g,One-Time,Application Fee,$85
lk86n5g,One-Time,Cat Fee,$400
lk86n5g,One-Time,Dog Fee,$400
36shtwe,Recurring,Assigned Garage Parking,$125 - 150
36shtwe,One-Time,Admin Fee,$150
36shtwe,One-Time,Application Fee,$60
36shtwe,One-Time,Cat Fee,$500
36shtwe,One-Time,Dog Fee,$500
bftjnkc,Recurring,Storage Fee,$30
bftjnkc,Recurring,Assigned Garage Parking,$100
bftjnkc,Recurring,Cat Rent,$10
bftjnkc,Recurring,Dog Rent,$10
bftjnkc,One-Time,Admin Fee,$250
bftjnkc,One-Time,Application Fee,$50
bftjnkc,One-Time,Cat Fee,$300
bftjnkc,One-Time,Dog Fee,$300
6wlm9fv,One-Time,Admin Fee,$200
6wlm9fv,One-Time,Application Fee,$80
6wlm9fv,One-Time,Cat Fee,$300
6wlm9fv,One-Time,Dog Fee,$300
9hqvhd4,Recurring,Assigned Garage Parking,$100
9hqvhd4,Recurring,Cat Rent,$20
9hqvhd4,Recurring,Dog Rent,$20
9hqvhd4,One-Time,Admin Fee,$200
9hqvhd4,One-Time,Application Fee,$50
9hqvhd4,One-Time,Cat Fee,$300 - 500
9hqvhd4,One-Time,Dog Fee,$300 - 500
q4cgvgw,Recurring,Cat Rent,$25
q4cgvgw,Recurring,Dog Rent,$25
q4cgvgw,One-Time,Admin Fee,$200
q4cgvgw,One-Time,Application Fee,$75
q4cgvgw,One-Time,Cat Deposit,$500
q4cgvgw,One-Time,Dog Deposit,$500
bbd6htb,Recurring,Cat Rent,$15
bbd6htb,Recurring,Dog Rent,$15
bbd6htb,One-Time,Admin Fee,$150
bbd6htb,One-Time,Application Fee,$75
bbd6htb,One-Time,Cat Fee,$500 - 700
bbd6htb,One-Time,Dog Fee,$500 - 700
75x6w3x,Recurring,Storage Fee,$30
75x6w3x,Recurring,Assigned Other Parking,$25
75x6w3x,Recurring,Cat Rent,$60
75x6w3x,Recurring,Dog Rent,$60
75x6w3x,One-Time,Admin Fee,$175
75x6w3x,One-Time,Application Fee,$75
75x6w3x,One-Time,Cat Fee,$400
75x6w3x,One-Time,Dog Fee,$400
l28wlve,One-Time,Admin Fee,$250
l28wlve,One-Time,Application Fee,$50
l28wlve,One-Time,Cat Fee,$200 - 400
l28wlve,One-Time,Dog Fee,$300 - 600
1ph1fq4,Recurring,Assigned Other Parking,$25
1ph1fq4,Recurring,Cat Rent,$50
1ph1fq4,Recurring,Dog Rent,$50
1ph1fq4,Recurring,Fish Rent,$50
1ph1fq4,One-Time,Admin Fee,$199
1ph1fq4,One-Time,Application Fee,$65
1ph1fq4,One-Time,Cat Fee,$300 - 500
1ph1fq4,One-Time,Dog Fee,$300 - 500
1ph1fq4,One-Time,Fish Fee,$300 - 500
24wdf79,Recurring,Cat Rent,$15
24wdf79,Recurring,Dog Rent,$15
24wdf79,One-Time,Admin Fee,$150
24wdf79,One-Time,Application Fee,$75
24wdf79,One-Time,Cat Fee,$300 - 500
24wdf79,One-Time,Dog Fee,$300 - 500
68dgm6r,Recurring,Cat Rent,$25
68dgm6r,Recurring,Dog Rent,$25
68dgm6r,One-Time,Admin Fee,$200
68dgm6r,One-Time,Application Fee,$50
68dgm6r,One-Time,Cat Fee,$250
68dgm6r,One-Time,Dog Fee,$250
p76qett,Recurring,Bird Rent,$40
p76qett,Recurring,Cat Rent,$40
p76qett,Recurring,Dog Rent,$40
p76qett,Recurring,Fish Rent,$40
p76qett,One-Time,Admin Fee,$150
p76qett,One-Time,Application Fee,$50
p76qett,One-Time,Bird Fee,$300
p76qett,One-Time,Cat Fee,$300
p76qett,One-Time,Dog Fee,$300
p76qett,One-Time,Fish Fee,$300
dn56xdh,Recurring,Cat Rent,$20
dn56xdh,Recurring,Dog Rent,$20
dn56xdh,One-Time,Admin Fee,$200
dn56xdh,One-Time,Application Fee,$75
dn56xdh,One-Time,Cat Fee,$300
dn56xdh,One-Time,Dog Fee,$300
j83mp84,Recurring,Cat Rent,$20
j83mp84,Recurring,Dog Rent,$20
j83mp84,One-Time,Cat Fee,$500
j83mp84,One-Time,Dog Fee,$500
80lqcz2,Recurring,Unassigned Covered Parking,$100
80lqcz2,Recurring,Cat Rent,$25
80lqcz2,Recurring,Dog Rent,$25
80lqcz2,One-Time,Admin Fee,$275
80lqcz2,One-Time,Application Fee,$75
80lqcz2,One-Time,Cat Fee,$350 - 700
80lqcz2,One-Time,Dog Fee,$350 - 700
wj2gcwj,Recurring,Cat Rent,$25
wj2gcwj,Recurring,Dog Rent,$25
wj2gcwj,One-Time,Admin Fee,$100
wj2gcwj,One-Time,Application Fee,$50
wj2gcwj,One-Time,Cat Fee,$350 - 500
wj2gcwj,One-Time,Dog Fee,$350 - 500
rve5bx3,Recurring,Cat Rent,$10
rve5bx3,Recurring,Dog Rent,$10
rve5bx3,One-Time,Admin Fee,$150
rve5bx3,One-Time,Application Fee,$50
rve5bx3,One-Time,Cat Fee,$300 - 600
rve5bx3,One-Time,Dog Fee,$300 - 600
v45msmg,Recurring,Unassigned Garage Parking,$125
v45msmg,One-Time,Admin Fee,$300
v45msmg,One-Time,Application Fee,$50
v45msmg,One-Time,Cat Fee,$500
v45msmg,One-Time,Dog Fee,$500
3t8jm3d,Recurring,Assigned Garage Parking,$25
3t8jm3d,Recurring,Cat Rent,$20
3t8jm3d,Recurring,Dog Rent,$20
3t8jm3d,One-Time,Admin Fee,$200
3t8jm3d,One-Time,Application Fee,$100
3t8jm3d,One-Time,Cat Fee,$350
3t8jm3d,One-Time,Dog Fee,$350
fr4xksr,Recurring,Cat Rent,$15
fr4xksr,Recurring,Dog Rent,$15
fr4xksr,Recurring,Fish Rent,$15
fr4xksr,One-Time,Admin Fee,$200
fr4xksr,One-Time,Application Fee,$75
fr4xksr,One-Time,Cat Fee,$200 - 300
fr4xksr,One-Time,Dog Fee,$300
fr4xksr,One-Time,Fish Fee,$300
j03p784,Recurring,Cat Rent,$15
j03p784,Recurring,Dog Rent,$15
j03p784,One-Time,Admin Fee,$300
j03p784,One-Time,Application Fee,$99
j03p784,One-Time,Cat Fee,$300
j03p784,One-Time,Dog Fee,$300
h4682c1,One-Time,Admin Fee,$200
h4682c1,One-Time,Application Fee,$50
h4682c1,One-Time,Cat Fee,$300
h4682c1,One-Time,Dog Fee,$300
jkyzsz4,Recurring,Cat Rent,$20
jkyzsz4,Recurring,Dog Rent,$20
jkyzsz4,One-Time,Admin Fee,$200
jkyzsz4,One-Time,Application Fee,$75
jkyzsz4,One-Time,Cat Fee,$350
jkyzsz4,One-Time,Dog Fee,$350
0rn0mz0,One-Time,Admin Fee,$225
0rn0mz0,One-Time,Application Fee,$125
0rn0mz0,One-Time,Cat Fee,$500
0rn0mz0,One-Time,Cat Deposit,$750
0rn0mz0,One-Time,Dog Fee,$500
0rn0mz0,One-Time,Dog Deposit,$750
hg8dtn1,Recurring,Storage Fee,$40
hg8dtn1,Recurring,Cat Rent,$20
hg8dtn1,Recurring,Dog Rent,$20
hg8dtn1,One-Time,Admin Fee,$175
hg8dtn1,One-Time,Application Fee,$75
hg8dtn1,One-Time,Cat Fee,$300 - 500
hg8dtn1,One-Time,Dog Fee,$300 - 500
lzrwx6e,Recurring,Cat Rent,$15
lzrwx6e,Recurring,Dog Rent,$30
lzrwx6e,One-Time,Admin Fee,$250
lzrwx6e,One-Time,Application Fee,$100
lzrwx6e,One-Time,Cat Fee,$400 - 600
lzrwx6e,One-Time,Dog Fee,$400 - 600
hvtjec2,Recurring,Unassigned Garage Parking,$125
hvtjec2,Recurring,Cat Rent,$20
hvtjec2,Recurring,Dog Rent,$20
hvtjec2,One-Time,Admin Fee,$200
hvtjec2,One-Time,Application Fee,$85
hvtjec2,One-Time,Cat Fee,$350
hvtjec2,One-Time,Dog Fee,$350
kg0bepc,Recurring,Storage Fee,$60
kg0bepc,Recurring,Assigned Surface Lot Parking,$25
kg0bepc,Recurring,Cat Rent,$25
kg0bepc,Recurring,Dog Rent,$25
kg0bepc,One-Time,Admin Fee,$300
kg0bepc,One-Time,Application Fee,$100
kg0bepc,One-Time,Cat Fee,$400
kg0bepc,One-Time,Dog Fee,$400
x3t6heq,Recurring,Unassigned Garage Parking,$100
x3t6heq,Recurring,Cat Rent,$15
x3t6heq,Recurring,Dog Rent,$15
x3t6heq,One-Time,Admin Fee,$175
x3t6heq,One-Time,Application Fee,$75
x3t6heq,One-Time,Cat Fee,$500
x3t6heq,One-Time,Cat Deposit,$500
x3t6heq,One-Time,Dog Fee,$500
x3t6heq,One-Time,Dog Deposit,$500
2e0tly9,Recurring,Assigned Covered Parking,$150
2e0tly9,Recurring,Cat Rent,$20
2e0tly9,Recurring,Dog Rent,$20
2e0tly9,One-Time,Admin Fee,$250
2e0tly9,One-Time,Application Fee,$75
2e0tly9,One-Time,Cat Fee,$400 - 600
2e0tly9,One-Time,Dog Fee,$400 - 600
11mx4r5,Recurring,Storage Fee,$75
11mx4r5,Recurring,Assigned Garage Parking,$25
11mx4r5,Recurring,Cat Rent,$25
11mx4r5,Recurring,Dog Rent,$25
11mx4r5,One-Time,Admin Fee,$150
11mx4r5,One-Time,Application Fee,$100
11mx4r5,One-Time,Cat Fee,$400 - 600
11mx4r5,One-Time,Dog Fee,$400 - 600
fe2znmv,Recurring,Cat Rent,$10
fe2znmv,Recurring,Dog Rent,$10
fe2znmv,One-Time,Admin Fee,$175
fe2znmv,One-Time,Application Fee,$70
fe2znmv,One-Time,Cat Fee,$300 - 500
fe2znmv,One-Time,Dog Fee,$300 - 500
76j597w,Recurring,Storage Fee,$50
76j597w,Recurring,Assigned Garage Parking,$30
76j597w,Recurring,Cat Rent,$20
76j597w,Recurring,Dog Rent,$20
76j597w,One-Time,Admin Fee,$300
76j597w,One-Time,Application Fee,$85
76j597w,One-Time,Cat Fee,$400
76j597w,One-Time,Dog Fee,$400
p1sh2ft,Recurring,Cat Rent,$20
p1sh2ft,Recurring,Dog Rent,$35
p1sh2ft,One-Time,Admin Fee,$200
p1sh2ft,One-Time,Application Fee,$100
p1sh2ft,One-Time,Cat Fee,$300 - 500
p1sh2ft,One-Time,Dog Fee,$300 - 500
d4yl9zl,Recurring,Storage Fee,$65
d4yl9zl,Recurring,Cat Rent,$15
d4yl9zl,Recurring,Dog Rent,$15
d4yl9zl,One-Time,Admin Fee,$200
d4yl9zl,One-Time,Application Fee,$100
d4yl9zl,One-Time,Cat Fee,$350
d4yl9zl,One-Time,Dog Fee,$350
cp6h21d,Recurring,Storage Fee,$50
cp6h21d,Recurring,Unassigned Other Parking,$30
cp6h21d,Recurring,Cat Rent,$15
cp6h21d,Recurring,Dog Rent,$15
cp6h21d,One-Time,Admin Fee,$200
cp6h21d,One-Time,Application Fee,$85
cp6h21d,One-Time,Cat Fee,$350
cp6h21d,One-Time,Dog Fee,$350
lgdpq7g,Recurring,Storage Fee,$35
lgdpq7g,Recurring,Cat Rent,$20
lgdpq7g,Recurring,Dog Rent,$20
lgdpq7g,One-Time,Admin Fee,$175
lgdpq7g,One-Time,Application Fee,$100
lgdpq7g,One-Time,Cat Fee,$400
lgdpq7g,One-Time,Dog Fee,$400
ey88ebn,Recurring,Cat Rent,$60
ey88ebn,Recurring,Dog Rent,$60
ey88ebn,One-Time,Admin Fee,$500
ey88ebn,One-Time,Application Fee,$75
ey88ebn,One-Time,Cat Fee,$500 - 750
ey88ebn,One-Time,Dog Fee,$500 - 750
vf5xtff,Recurring,Assigned Garage Parking,$40
vf5xtff,Recurring,Cat Rent,$30
vf5xtff,Recurring,Dog Rent,$30
vf5xtff,One-Time,Admin Fee,$250
vf5xtff,One-Time,Application Fee,$75
vf5xtff,One-Time,Cat Fee,$200 - 400
vf5xtff,One-Time,Cat Deposit,$500
vf5xtff,One-Time,Dog Fee,$200 - 400
vf5xtff,One-Time,Dog Deposit,$500
5fnmpyp,Recurring,Cat Rent,$40
5fnmpyp,Recurring,Dog Rent,$40
5fnmpyp,One-Time,Admin Fee,$250
5fnmpyp,One-Time,Application Fee,$75
5fnmpyp,One-Time,Cat Fee,$250 - 500
5fnmpyp,One-Time,Cat Deposit,$400
5fnmpyp,One-Time,Dog Fee,$250 - 500
5fnmpyp,One-Time,Dog Deposit,$400
zk6ehwx,Recurring,Assigned Garage Parking,$150
zk6ehwx,Recurring,Cat Rent,$15
zk6ehwx,Recurring,Dog Rent,$15
zk6ehwx,One-Time,Admin Fee,$200
zk6ehwx,One-Time,Application Fee,$50
zk6ehwx,One-Time,Cat Fee,$350
zk6ehwx,One-Time,Cat Deposit,$700
zk6ehwx,One-Time,Dog Fee,$350
zk6ehwx,One-Time,Dog Deposit,$700
gl4xfky,Recurring,Assigned Garage Parking,$125 - 140
gl4xfky,Recurring,Cat Rent,$20
gl4xfky,Recurring,Dog Rent,$20
gl4xfky,One-Time,Admin Fee,$300
gl4xfky,One-Time,Application Fee,$50
gl4xfky,One-Time,Cat Fee,$400
gl4xfky,One-Time,Dog Fee,$400
xb0q96m,Recurring,Storage Fee,$50
xb0q96m,Recurring,Cat Rent,$20
xb0q96m,Recurring,Dog Rent,$20
xb0q96m,One-Time,Admin Fee,$150
xb0q96m,One-Time,Application Fee,$75
xb0q96m,One-Time,Cat Fee,$350
xb0q96m,One-Time,Dog Fee,$350
568l33m,Recurring,Cat Rent,$10
568l33m,Recurring,Dog Rent,$10
568l33m,One-Time,Admin Fee,$150
568l33m,One-Time,Application Fee,$80
568l33m,One-Time,Cat Fee,$350
568l33m,One-Time,Dog Fee,$350
1kv4gj4,Recurring,Cat Rent,$20
1kv4gj4,Recurring,Dog Rent,$20
1kv4gj4,One-Time,Admin Fee,$200
1kv4gj4,One-Time,Application Fee,$60
1kv4gj4,One-Time,Cat Fee,$300 - 500
1kv4gj4,One-Time,Cat Deposit,$500
1kv4gj4,One-Time,Dog Fee,$300 - 500
1kv4gj4,One-Time,Dog Deposit,$500
kn32cm8,Recurring,Unassigned Covered Parking,$30
kn32cm8,Recurring,Cat Rent,$15
kn32cm8,Recurring,Dog Rent,$15
kn32cm8,One-Time,Admin Fee,$150
kn32cm8,One-Time,Application Fee,$80
kn32cm8,One-Time,Cat Fee,$350
kn32cm8,One-Time,Dog Fee,$350
p91lxys,Recurring,Cat Rent,$15
p91lxys,Recurring,Dog Rent,$15
p91lxys,One-Time,Admin Fee,$150
p91lxys,One-Time,Application Fee,$50
p91lxys,One-Time,Cat Fee,$350
